source_gene,gene_name
Gene::2886,GRB7
Gene::388389,DNAAF19
Gene::91,ACVR1B
Gene::7874,USP7
Gene::6310,ATXN1
Gene::9532,BAG2
Gene::55226,NAT10
Gene::9099,USP2
Gene::29980,DONSON
Gene::23592,LEMD3
Gene::5430,POLR2A
Gene::3364,HUS1
Gene::4023,LPL
Gene::1298,COL9A2
Gene::54957,TXNL4B
Gene::220002,CYB561A3
Gene::54363,HAO1
Gene::4295,MLN
Gene::7163,TPD52
Gene::89801,PPP1R3F
Gene::824,CAPN2
Gene::25844,YIPF3
Gene::57666,FBRSL1
Gene::5873,RAB27A
Gene::126961,H3C14
Gene::7093,TLL2
Gene::9744,ACAP1
Gene::51406,NOL7
Gene::25945,NECTIN3
Gene::2315,MLANA
Gene::142,PARP1
Gene::10133,OPTN
Gene::4158,MC2R
Gene::121549,ASCL4
Gene::155368,METTL27
Gene::9554,SEC22B
Gene::6827,SUPT4H1
Gene::136991,ASZ1
Gene::26996,GPR160
Gene::8615,USO1
Gene::7799,PRDM2
Gene::401665,OR51T1
Gene::23197,FAF2
Gene::11031,RAB31
Gene::4728,NDUFS8
Gene::56122,PCDHB14
Gene::140465,MYL6B
Gene::387119,CEP85L
Gene::7866,IFRD2
Gene::3190,HNRNPK
Gene::80326,WNT10A
Gene::55437,STRADB
Gene::7264,GFUS
Gene::1212,CLTB
Gene::8233,ZRSR2
Gene::55192,DNAJC17
Gene::84106,PRAM1
Gene::4885,NPTX2
Gene::10406,WFDC2
Gene::79937,CNTNAP3
Gene::402,ARL2
Gene::9812,DELE1
Gene::5023,P2RX1
Gene::8871,SYNJ2
Gene::9887,SMG7
Gene::54475,NLE1
Gene::55558,PLXNA3
Gene::899,CCNF
Gene::79573,TTC13
Gene::64771,ILRUN
Gene::132,ADK
Gene::1306,COL15A1
Gene::84539,MCHR2
Gene::391634,HSP90AB2P
Gene::9666,DZIP3
Gene::171482,FAM9A
Gene::1407,CRY1
Gene::8797,TNFRSF10A
Gene::23270,TSPYL4
Gene::64710,NUCKS1
Gene::27034,ACAD8
Gene::55198,APPL2
Gene::50832,TAS2R4
Gene::50628,GEMIN4
Gene::245806,VGLL2
Gene::79258,MMEL1
Gene::56851,EMC7
Gene::5288,PIK3C2G
Gene::54557,SGTB
Gene::284992,CCDC150
Gene::60528,ELAC2
Gene::10268,RAMP3
Gene::125963,OR1M1
Gene::5514,PPP1R10
Gene::117286,CIB3
Gene::54798,DCHS2
Gene::1975,EIF4B
Gene::140885,SIRPA
Gene::171546,SPTSSA
Gene::8792,TNFRSF11A
Gene::4012,LNPEP
Gene::475,ATOX1
Gene::1606,DGKA
Gene::79157,MFSD11
Gene::10652,YKT6
Gene::9462,RASAL2
Gene::23094,SIPA1L3
Gene::445815,PALM2AKAP2
Gene::140683,BPIFA2
Gene::22913,RALY
Gene::1857,DVL3
Gene::6144,RPL21
Gene::957,ENTPD5
Gene::338323,NLRP14
Gene::57047,PLSCR2
Gene::9762,LZTS3
Gene::25837,RAB26
Gene::3718,JAK3
Gene::10299,MARCHF6
Gene::85569,GALP
Gene::1195,CLK1
Gene::81696,OR5V1
Gene::57101,ANO2
Gene::652,BMP4
Gene::55601,DDX60
Gene::65109,UPF3B
Gene::9261,MAPKAPK2
Gene::286380,FOXD4L3
Gene::84814,PLPP7
Gene::28935,IGKV1-27
Gene::3854,KRT6B
Gene::2290,FOXG1
Gene::51224,ELOA2
Gene::11243,PMF1
Gene::84722,PSRC1
Gene::5909,RAP1GAP
Gene::91689,SMDT1
Gene::1305,COL13A1
Gene::7095,SEC62
Gene::8407,TAGLN2
Gene::29106,SCG3
Gene::91355,LRP5L
Gene::84749,USP30
Gene::84273,NOA1
Gene::5695,PSMB7
Gene::6133,RPL9
Gene::7389,UROD
Gene::9802,DAZAP2
Gene::1398,CRK
Gene::2634,GBP2
Gene::84924,ZNF566
Gene::123920,CMTM3
Gene::6157,RPL27A
Gene::3717,JAK2
Gene::2246,FGF1
Gene::57126,CD177
Gene::9001,HAP1
Gene::51117,COQ4
Gene::196463,PLBD2
Gene::64326,COP1
Gene::135932,TMEM139
Gene::55379,LRRC59
Gene::9441,MED26
Gene::51368,TEX264
Gene::84859,LRCH3
Gene::55273,TMEM100
Gene::10874,NMU
Gene::1509,CTSD
Gene::2204,FCAR
Gene::7764,ZNF217
Gene::4724,NDUFS4
Gene::26273,FBXO3
Gene::23609,MKRN2
Gene::55789,DEPDC1B
Gene::84639,IL1F10
Gene::4092,SMAD7
Gene::7170,TPM3
Gene::6903,TBCC
Gene::200316,APOBEC3F
Gene::90417,KNSTRN
Gene::7454,WAS
Gene::64105,CENPK
Gene::1548,CYP2A6
Gene::29119,CTNNA3
Gene::59269,HIVEP3
Gene::4929,NR4A2
Gene::79663,HSPBAP1
Gene::6879,TAF7
Gene::5009,OTC
Gene::119,ADD2
Gene::4920,ROR2
Gene::57403,RAB22A
Gene::51311,TLR8
Gene::33,ACADL
Gene::6496,SIX3
Gene::51107,APH1A
Gene::8659,ALDH4A1
Gene::80742,PRR3
Gene::23334,SZT2
Gene::83648,FAM167A
Gene::2644,GCHFR
Gene::8326,FZD9
Gene::640,BLK
Gene::4316,MMP7
Gene::1084,CEACAM3
Gene::81542,TMX1
Gene::7138,TNNT1
Gene::NVA376,Gene not found in NCBI database.
Gene::817,CAMK2D
Gene::196441,ZFC3H1
Gene::5018,OXA1L
Gene::1504,CTRB1
Gene::23462,HEY1
Gene::79768,KATNBL1
Gene::3087,HHEX
Gene::5879,RAC1
Gene::1528,CYB5A
Gene::80271,ITPKC
Gene::2673,GFPT1
Gene::57514,ARHGAP31
Gene::58527,ABRACL
Gene::7267,TTC3
Gene::26505,CNNM3
Gene::163059,ZNF433
Gene::6207,RPS13
Gene::4991,OR1D2
Gene::51701,NLK
Gene::54509,RHOF
Gene::390075,OR52N5
Gene::79073,TMEM109
Gene::1909,EDNRA
Gene::157869,SBSPON
Gene::51533,PHF7
Gene::5243,ABCB1
Gene::9546,APBA3
Gene::26693,OR2V1
Gene::10965,ACOT2
Gene::254552,NUDT8
Gene::22905,EPN2
Gene::5871,MAP4K2
Gene::7324,UBE2E1
Gene::5269,SERPINB6
Gene::2944,GSTM1
Gene::9939,RBM8A
Gene::51594,NBAS
Gene::84651,SPINK7
Gene::9148,NEURL1
Gene::6329,SCN4A
Gene::83550,GPR101
Gene::7384,UQCRC1
Gene::10000,AKT3
Gene::284266,SIGLEC15
Gene::391004,PRAMEF17
Gene::5934,RBL2
Gene::6950,TCP1
Gene::51112,TRAPPC12
Gene::85453,TSPYL5
Gene::136371,ASB10
Gene::8390,OR1G1
Gene::285525,YIPF7
Gene::95681,CEP41
Gene::7321,UBE2D1
Gene::3756,KCNH1
Gene::10672,GNA13
Gene::30813,VSX1
Gene::80737,VWA7
Gene::6905,TBCE
Gene::55787,TXLNG
Gene::92822,ZNF276
Gene::1544,CYP1A2
Gene::2053,EPHX2
Gene::6768,ST14
Gene::382056,Crtc1
Gene::10418,SPON1
Gene::6748,SSR4
Gene::5496,PPM1G
Gene::5734,PTGER4
Gene::375444,C5orf34
Gene::8570,KHSRP
Gene::7374,UNG
Gene::132014,IL17RE
Gene::161145,TMEM229B
Gene::79871,RPAP2
Gene::64838,FNDC4
Gene::390442,OR11H4
Gene::392517,NCBP2L
Gene::2194,FASN
Gene::79794,SPRING1
Gene::64061,TSPYL2
Gene::10215,OLIG2
Gene::79955,PDZD7
Gene::122809,SOCS4
Gene::84984,CEP19
Gene::55561,CDC42BPG
Gene::23764,MAFF
Gene::6504,SLAMF1
Gene::390144,OR5D16
Gene::3298,HSF2
Gene::55361,PI4K2A
Gene::23435,TARDBP
Gene::79917,MAGIX
Gene::196335,OR56B4
Gene::54765,TRIM44
Gene::53345,TM6SF2
Gene::6520,SLC3A2
Gene::201633,TIGIT
Gene::126068,ZNF441
Gene::23035,PHLPP2
Gene::222235,FBXL13
Gene::131616,TMEM42
Gene::162998,OR7D2
Gene::220001,VWCE
Gene::1956,EGFR
Gene::56926,NCLN
Gene::166968,MIER3
Gene::130,ADH6
Gene::7122,CLDN5
Gene::6502,SKP2
Gene::84733,CBX2
Gene::23057,NMNAT2
Gene::3050,HBZ
Gene::27340,UTP20
Gene::64600,PLA2G2F
Gene::6203,RPS9
Gene::192669,AGO3
Gene::128308,MRPL55
Gene::8269,TMEM187
Gene::10848,PPP1R13L
Gene::2784,GNB3
Gene::2132,EXT2
Gene::6727,SRP14
Gene::54903,MKS1
Gene::121793,TEX29
Gene::51129,ANGPTL4
Gene::51386,EIF3L
Gene::56203,LMOD3
Gene::994,CDC25B
Gene::7159,TP53BP2
Gene::151056,PLB1
Gene::27091,CACNG5
Gene::6832,SUPV3L1
Gene::9318,COPS2
Gene::222553,SLC35F1
Gene::254394,MCM9
Gene::3182,HNRNPAB
Gene::134860,TAAR9
Gene::56413,LTB4R2
Gene::2776,GNAQ
Gene::84418,CYSTM1
Gene::139599,MAGEE2
Gene::2918,GRM8
Gene::9459,ARHGEF6
Gene::283869,NPW
Gene::7473,WNT3
Gene::6793,STK10
Gene::1108,CHD4
Gene::166614,DCLK2
Gene::399979,SNX19
Gene::150681,OR6B3
Gene::54973,INTS11
Gene::7289,TULP3
Gene::342132,ZNF774
Gene::22879,MON1B
Gene::8334,H2AC6
Gene::4033,IRAG2
Gene::4745,NELL1
Gene::84795,PYROXD2
Gene::51474,LIMA1
Gene::51588,PIAS4
Gene::88455,ANKRD13A
Gene::10022,INSL5
Gene::1350,COX7C
Gene::2844,GPR21
Gene::92999,ZBTB47
Gene::7186,TRAF2
Gene::29099,COMMD9
Gene::9686,VGLL4
Gene::29777,ABT1
Gene::259289,TAS2R43
Gene::2101,ESRRA
Gene::10325,RRAGB
Gene::22984,PDCD11
Gene::55588,MED29
Gene::219333,USP12
Gene::10893,MMP24
Gene::55325,UFSP2
Gene::51426,POLK
Gene::9538,EI24
Gene::23451,SF3B1
Gene::145508,CEP128
Gene::55780,ERMARD
Gene::57221,ARFGEF3
Gene::220972,MARCHF8
Gene::58491,ZNF71
Gene::51545,ZNF581
Gene::51081,MRPS7
Gene::51257,MARCHF2
Gene::51166,AADAT
Gene::10169,SERF2
Gene::8165,AKAP1
Gene::199675,MCEMP1
Gene::52,ACP1
Gene::9021,SOCS3
Gene::283948,NHLRC4
Gene::4200,ME2
Gene::5657,PRTN3
Gene::58513,EPS15L1
Gene::221981,THSD7A
Gene::2947,GSTM3
Gene::892,CCNC
Gene::9175,MAP3K13
Gene::4853,NOTCH2
Gene::NH16,Gene not found in NCBI database.
Gene::347734,SLC35B2
Gene::9949,AMMECR1
Gene::2117,ETV3
Gene::60685,ZFAND3
Gene::79947,DHDDS
Gene::4843,NOS2
Gene::79981,FRMD1
Gene::114,ADCY8
Gene::23093,TTLL5
Gene::3384,ICAM2
Gene::5140,PDE3B
Gene::51569,UFM1
Gene::968,CD68
Gene::10951,CBX1
Gene::6096,RORB
Gene::3001,GZMA
Gene::206358,SLC36A1
Gene::9331,B4GALT6
Gene::140456,ASB11
Gene::151176,ERFE
Gene::65056,GPBP1
Gene::10498,CARM1
Gene::5145,PDE6A
Gene::3091,HIF1A
Gene::64598,MOSPD3
Gene::5335,PLCG1
Gene::54882,ANKHD1
Gene::197322,ACSF3
Gene::1892,ECHS1
Gene::65992,DDRGK1
Gene::55422,ZNF331
Gene::93166,PRDM6
Gene::6000,RGS7
Gene::23252,OTUD3
Gene::1411,CRYBA1
Gene::8577,TMEFF1
Gene::2938,GSTA1
Gene::197358,NLRC3
Gene::375346,STIMATE
Gene::1262,CNGA4
Gene::50717,DCAF8
Gene::977,CD151
Gene::148327,CREB3L4
Gene::27020,NPTN
Gene::6059,ABCE1
Gene::50801,KCNK4
Gene::5260,PHKG1
Gene::23371,TNS2
Gene::55766,H2AJ
Gene::653499,LGALS7B
Gene::3202,HOXA5
Gene::9134,CCNE2
Gene::64773,PCED1A
Gene::89866,SEC16B
Gene::392309,OR13J1
Gene::3312,HSPA8
Gene::9870,AREL1
Gene::4683,NBN
Gene::256364,EML3
Gene::116511,MAS1L
Gene::222166,MTURN
Gene::55256,ADI1
Gene::84248,FYTTD1
Gene::22936,ELL2
Gene::84312,BRMS1L
Gene::10634,GAS2L1
Gene::8560,DEGS1
Gene::337882,KRTAP19-1
Gene::79782,LRRC31
Gene::126364,LRRC25
Gene::25829,TMEM184B
Gene::83547,RILP
Gene::123720,WHAMM
Gene::390882,OR7G2
Gene::10586,MAB21L2
Gene::4210,MEFV
Gene::2047,EPHB1
Gene::10900,RUNDC3A
Gene::8370,H4C14
Gene::1615,DARS1
Gene::91749,MFSD4B
Gene::10603,SH2B2
Gene::57587,CFAP97
Gene::10076,PTPRU
Gene::55691,FRMD4A
Gene::4864,NPC1
Gene::55584,CHRNA9
Gene::4185,ADAM11
Gene::143425,SYT9
Gene::2568,GABRP
Gene::6801,STRN
Gene::79873,NUDT18
Gene::6251,RSU1
Gene::23180,RFTN1
Gene::219417,OR8U1
Gene::26281,FGF20
Gene::2676,GFRA3
Gene::5329,PLAUR
Gene::54939,COMMD4
Gene::3028,HSD17B10
Gene::118881,COMTD1
Gene::26084,ARHGEF26
Gene::8477,GPR65
Gene::50807,ASAP1
Gene::100529063,BCL2L2-PABPN1
Gene::25932,CLIC4
Gene::56157,TEX13A
Gene::57035,RSRP1
Gene::8392,OR3A3
Gene::93100,NAPRT
Gene::25888,ZNF473
Gene::56925,LXN
Gene::746,TMEM258
Gene::116540,MRPL53
Gene::80781,COL18A1
Gene::6813,STXBP2
Gene::6346,CCL1
Gene::219952,OR6Q1
Gene::3684,ITGAM
Gene::83439,TCF7L1
Gene::6418,SET
Gene::83998,REG4
Gene::8346,H2BC10
Gene::390079,OR52E8
Gene::5585,PKN1
Gene::2533,FYB1
Gene::29926,GMPPA
Gene::1798,DPAGT1
Gene::114876,OSBPL1A
Gene::2735,GLI1
Gene::254879,OR2T6
Gene::285636,RIMOC1
Gene::2793,GNGT2
Gene::2867,FFAR2
Gene::55148,UBR7
Gene::154313,CFAP206
Gene::83480,PUS3
Gene::9048,ARTN
Gene::908,CCT6A
Gene::25798,BRI3
Gene::148223,C19orf25
Gene::130074,FAM168B
Gene::1121,CHM
Gene::166863,RBM46
Gene::85002,FAM86B1
Gene::4695,NDUFA2
Gene::11060,WWP2
Gene::79669,C3orf52
Gene::57053,CHRNA10
Gene::6222,RPS18
Gene::100288687,DUX4
Gene::5347,PLK1
Gene::63979,FIGNL1
Gene::51686,OAZ3
Gene::6705,SPRR2F
Gene::883,KYAT1
Gene::506,ATP5F1B
Gene::399665,EEIG1
Gene::509,ATP5F1C
Gene::79366,HMGN5
Gene::5502,PPP1R1A
Gene::200576,PIKFYVE
Gene::54542,RC3H2
Gene::89,ACTN3
Gene::4837,NNMT
Gene::339302,CPLX4
Gene::22918,CD93
Gene::151903,CCDC12
Gene::58517,RBM25
Gene::29984,RHOD
Gene::5983,RFC3
Gene::55023,PHIP
Gene::91404,SESTD1
Gene::10595,ERN2
Gene::57147,SCYL3
Gene::7018,TF
Gene::163,AP2B1
Gene::3597,IL13RA1
Gene::10403,NDC80
Gene::256281,NUDT14
Gene::6817,SULT1A1
Gene::5536,PPP5C
Gene::54947,LPCAT2
Gene::4482,MSRA
Gene::11000,SLC27A3
Gene::8528,DDO
Gene::2917,GRM7
Gene::129285,PPP1R21
Gene::283150,FOXR1
Gene::60675,PROK2
Gene::51025,PAM16
Gene::84441,MAML2
Gene::4849,CNOT3
Gene::27349,MCAT
Gene::6730,SRP68
Gene::57541,ZNF398
Gene::8449,DHX16
Gene::3594,IL12RB1
Gene::204851,HIPK1
Gene::10560,SLC19A2
Gene::10720,UGT2B11
Gene::9682,KDM4A
Gene::10175,CNIH1
Gene::1577,CYP3A5
Gene::1612,DAPK1
Gene::353133,LCE1C
Gene::51307,FAM53C
Gene::8968,H3C7
Gene::341,APOC1
Gene::2495,FTH1
Gene::54733,SLC35F2
Gene::442191,OR14J1
Gene::10905,MAN1A2
Gene::5888,RAD51
Gene::27043,PELP1
Gene::51447,IP6K2
Gene::55731,FAM222B
Gene::1278,COL1A2
Gene::6449,SGTA
Gene::85294,KRTAP2-4
Gene::338328,GPIHBP1
Gene::6307,MSMO1
Gene::246,ALOX15
Gene::26523,AGO1
Gene::7265,TTC1
Gene::2901,GRIK5
Gene::51601,LIPT1
Gene::3559,IL2RA
Gene::22873,DZIP1
Gene::116835,HSPA12B
Gene::5134,PDCD2
Gene::390038,OR51D1
Gene::286046,XKR6
Gene::5179,PENK
Gene::1600,DAB1
Gene::122786,FRMD6
Gene::81616,ACSBG2
Gene::8826,IQGAP1
Gene::4711,NDUFB5
Gene::85480,TSLP
Gene::140809,SRXN1
Gene::7936,NELFE
Gene::10548,TM9SF1
Gene::10144,FAM13A
Gene::710,SERPING1
Gene::80212,CCDC92
Gene::223,ALDH9A1
Gene::205,AK4
Gene::55507,GPRC5D
Gene::4087,SMAD2
Gene::5929,RBBP5
Gene::28977,MRPL42
Gene::10623,POLR3C
Gene::51138,COPS4
Gene::3371,TNC
Gene::9491,PSMF1
Gene::440,ASNS
Gene::2255,FGF10
Gene::6599,SMARCC1
Gene::8178,ELL
Gene::26003,GORASP2
Gene::119694,OR51F2
Gene::6363,CCL19
Gene::3324,HSP90AA2P
Gene::1339,COX6A2
Gene::30008,EFEMP2
Gene::5307,PITX1
Gene::283375,SLC39A5
Gene::2707,GJB3
Gene::83606,GUCD1
Gene::55969,RAB5IF
Gene::57787,MARK4
Gene::3142,HLX
Gene::9245,GCNT3
Gene::1104,RCC1
Gene::51567,TDP2
Gene::5781,PTPN11
Gene::55850,USE1
Gene::5334,PLCL1
Gene::138802,OR13C8
Gene::56894,AGPAT3
Gene::28512,NKIRAS1
Gene::563,AZGP1
Gene::1493,CTLA4
Gene::6124,RPL4
Gene::3628,INPP1
Gene::6770,STAR
Gene::6509,SLC1A4
Gene::9841,ZBTB24
Gene::201475,RAB12
Gene::4548,MTR
Gene::84790,TUBA1C
Gene::5740,PTGIS
Gene::9869,SETDB1
Gene::83858,ATAD3B
Gene::6792,CDKL5
Gene::51699,VPS29
Gene::6706,SPRR2G
Gene::8678,BECN1
Gene::89894,TMEM116
Gene::57728,WDR19
Gene::283989,TSEN54
Gene::118424,UBE2J2
Gene::11184,MAP4K1
Gene::8612,PLPP2
Gene::10318,TNIP1
Gene::5523,PPP2R3A
Gene::7022,TFAP2C
Gene::9639,ARHGEF10
Gene::1906,EDN1
Gene::1107,CHD3
Gene::9730,DCAF1
Gene::5355,PLP2
Gene::7169,TPM2
Gene::27175,TUBG2
Gene::129401,NUP35
Gene::37,ACADVL
Gene::79720,VPS37B
Gene::9002,F2RL3
Gene::79568,MAIP1
Gene::51227,PIGP
Gene::136,ADORA2B
Gene::124,ADH1A
Gene::4641,MYO1C
Gene::79613,TANGO6
Gene::4747,NEFL
Gene::84251,SGIP1
Gene::3239,HOXD13
Gene::1387,CREBBP
Gene::9044,BTAF1
Gene::111,ADCY5
Gene::55062,WIPI1
Gene::55771,PRR11
Gene::390081,OR52E4
Gene::83999,KREMEN1
Gene::10221,TRIB1
Gene::2300,FOXL1
Gene::284297,SSC5D
Gene::6166,RPL36AL
Gene::7584,ZNF35
Gene::56997,COQ8A
Gene::103,ADAR
Gene::57404,CYP20A1
Gene::3373,HYAL1
Gene::26528,DAZAP1
Gene::6603,SMARCD2
Gene::8994,LIMD1
Gene::3500,IGHG1
Gene::8215,DVL1P1
Gene::55010,PARPBP
Gene::27000,DNAJC2
Gene::84074,QRICH2
Gene::11037,STON1
Gene::26118,WSB1
Gene::154075,SAMD3
Gene::64852,TUT1
Gene::11013,TMSB15A
Gene::159090,PABIR2
Gene::3680,ITGA9
Gene::26031,OSBPL3
Gene::26341,OR5H1
Gene::392138,OR2A25
Gene::55723,ASF1B
Gene::2653,GCSH
Gene::1244,ABCC2
Gene::23284,ADGRL3
Gene::401036,ASB18
Gene::9288,TAAR3P
Gene::29117,BRD7
Gene::391196,OR2M7
Gene::64184,EDDM3B
Gene::255758,DYNLT2B
Gene::5535,PPP3R2
Gene::346171,ZFP57
Gene::54518,APBB1IP
Gene::55721,IQCC
Gene::1620,BRINP1
Gene::57446,NDRG3
Gene::3316,HSPB2
Gene::23061,TBC1D9B
Gene::29946,SERTAD3
Gene::3273,HRG
Gene::51155,JPT1
Gene::5742,PTGS1
Gene::347730,LRRTM1
Gene::8345,H2BC9
Gene::6715,SRD5A1
Gene::1719,DHFR
Gene::6187,RPS2
Gene::10287,RGS19
Gene::91272,BOD1
Gene::8106,PABPN1
Gene::2248,FGF3
Gene::56928,SPPL2B
Gene::70,ACTC1
Gene::728833,FAM72D
Gene::6711,SPTBN1
Gene::51053,GMNN
Gene::147011,PROCA1
Gene::83987,CCDC8
Gene::8829,NRP1
Gene::9126,SMC3
Gene::56888,KCMF1
Gene::6238,RRBP1
Gene::55364,IMPACT
Gene::27165,GLS2
Gene::2900,GRIK4
Gene::10804,GJB6
Gene::8639,AOC3
Gene::51069,MRPL2
Gene::3119,HLA-DQB1
Gene::6139,RPL17
Gene::8411,EEA1
Gene::90007,MIDN
Gene::3566,IL4R
Gene::3834,KIF25
Gene::115572,TENT5B
Gene::51332,SPTBN5
Gene::158866,ZDHHC15
Gene::127495,LRRC39
Gene::11030,RBPMS
Gene::7294,TXK
Gene::345930,ECT2L
Gene::246176,GAS2L2
Gene::11052,CPSF6
Gene::64981,MRPL34
Gene::5575,PRKAR1B
Gene::55890,GPRC5C
Gene::57547,ZNF624
Gene::7626,ZNF75D
Gene::3553,IL1B
Gene::3766,KCNJ10
Gene::1356,CP
Gene::5332,PLCB4
Gene::55630,SLC39A4
Gene::126868,MAB21L3
Gene::84321,THOC3
Gene::64123,ADGRL4
Gene::81610,FAM83D
Gene::7942,TFEB
Gene::2251,FGF6
Gene::2044,EPHA5
Gene::79843,FAM124B
Gene::127703,C1orf216
Gene::1209,CLPTM1
Gene::3920,LAMP2
Gene::147923,ZNF420
Gene::10663,CXCR6
Gene::4072,EPCAM
Gene::201627,DENND6A
Gene::50808,AK3
Gene::8934,RAB29
Gene::54820,NDE1
Gene::64506,CPEB1
Gene::25799,ZNF324
Gene::25998,IBTK
Gene::277,AMY1B
Gene::168620,BHLHA15
Gene::122481,AK7
Gene::9296,ATP6V1F
Gene::9943,OXSR1
Gene::56993,TOMM22
Gene::7737,RNF113A
Gene::2014,EMP3
Gene::91156,IGFN1
Gene::79658,ARHGAP10
Gene::51271,UBAP1
Gene::440026,TMEM41B
Gene::51122,COMMD2
Gene::5696,PSMB8
Gene::6628,SNRPB
Gene::10552,ARPC1A
Gene::6675,UAP1
Gene::84909,AOPEP
Gene::10810,WASF3
Gene::60412,EXOC4
Gene::5132,PDC
Gene::54732,TMED9
Gene::51128,SAR1B
Gene::333,APLP1
Gene::9945,GFPT2
Gene::55355,HJURP
Gene::30846,EHD2
Gene::201229,LYRM9
Gene::375612,LHFPL3
Gene::3899,AFF3
Gene::219738,FAM241B
Gene::10767,HBS1L
Gene::5644,PRSS1
Gene::1551,CYP3A7
Gene::8812,CCNK
Gene::5479,PPIB
Gene::8914,TIMELESS
Gene::25818,KLK5
Gene::114609,TIRAP
Gene::8894,EIF2S2
Gene::23600,AMACR
Gene::585,BBS4
Gene::134359,POC5
Gene::91977,MYOZ3
Gene::25973,PARS2
Gene::51141,INSIG2
Gene::7507,XPA
Gene::6883,TAF12
Gene::84515,MCM8
Gene::54544,CRCT1
Gene::147694,ZNF548
Gene::166379,BBS12
Gene::4519,CYTB
Gene::5702,PSMC3
Gene::126626,GABPB2
Gene::27037,TRMT2A
Gene::9477,MED20
Gene::56923,NMUR2
Gene::138716,RPP25L
Gene::55958,KLHL9
Gene::316,AOX1
Gene::473,RERE
Gene::9014,TAF1B
Gene::100508689,LOC100508689
Gene::388569,ZNF324B
Gene::55500,ETNK1
Gene::9463,PICK1
Gene::51247,PAIP2
Gene::219464,OR5T2
Gene::57161,PELI2
Gene::3728,JUP
Gene::6497,SKI
Gene::11240,PADI2
Gene::2237,FEN1
Gene::914,CD2
Gene::58477,SRPRB
Gene::5366,PMAIP1
Gene::81029,WNT5B
Gene::57650,CIP2A
Gene::6401,SELE
Gene::8900,CCNA1
Gene::8915,BCL10
Gene::375759,C9orf50
Gene::56647,BCCIP
Gene::3679,ITGA7
Gene::6674,SPAG1
Gene::9733,SART3
Gene::55745,AP5M1
Gene::8520,HAT1
Gene::91133,L3MBTL4
Gene::26188,OR1C1
Gene::10635,RAD51AP1
Gene::1465,CSRP1
Gene::11103,KRR1
Gene::3269,HRH1
Gene::1003,CDH5
Gene::51127,TRIM17
Gene::865,CBFB
Gene::254065,BRWD3
Gene::84144,SYDE2
Gene::147381,CBLN2
Gene::54438,GFOD1
Gene::10213,PSMD14
Gene::10121,ACTR1A
Gene::2696,GIPR
Gene::64083,GOLPH3
Gene::3549,IHH
Gene::85378,TUBGCP6
Gene::5367,PMCH
Gene::55320,MIS18BP1
Gene::27094,KCNMB3
Gene::1795,DOCK3
Gene::4512,COX1
Gene::29954,POMT2
Gene::6343,SCT
Gene::9276,COPB2
Gene::5295,PIK3R1
Gene::7704,ZBTB16
Gene::6778,STAT6
Gene::7436,VLDLR
Gene::133121,ENPP6
Gene::8740,TNFSF14
Gene::3736,KCNA1
Gene::1293,COL6A3
Gene::7980,TFPI2
Gene::84284,NTPCR
Gene::3958,LGALS3
Gene::282770,OR10AG1
Gene::285521,COX18
Gene::146822,CDRT15
Gene::3732,CD82
Gene::6426,SRSF1
Gene::63948,DMRTB1
Gene::4329,ALDH6A1
Gene::138199,CARNMT1
Gene::57644,MYH7B
Gene::9984,THOC1
Gene::286319,TUSC1
Gene::26061,HACL1
Gene::26054,SENP6
Gene::8851,CDK5R1
Gene::128239,IQGAP3
Gene::462,SERPINC1
Gene::51714,SELENOT
Gene::23499,MACF1
Gene::2263,FGFR2
Gene::57474,ZNF490
Gene::50649,ARHGEF4
Gene::55319,TMA16
Gene::11080,DNAJB4
Gene::3698,ITIH2
Gene::3612,IMPA1
Gene::9971,NR1H4
Gene::353116,RILPL1
Gene::90678,LRSAM1
Gene::5981,RFC1
Gene::19,ABCA1
Gene::5195,PEX14
Gene::8506,CNTNAP1
Gene::55716,LMBR1L
Gene::79083,MLPH
Gene::79748,LMAN1L
Gene::2921,CXCL3
Gene::10847,SRCAP
Gene::117,ADCYAP1R1
Gene::492,ATP2B3
Gene::84141,EVA1A
Gene::79009,DDX50
Gene::22928,SEPHS2
Gene::51072,MEMO1
Gene::10018,BCL2L11
Gene::23052,ENDOD1
Gene::8809,IL18R1
Gene::59340,HRH4
Gene::7798,LUZP1
Gene::10538,BATF
Gene::9306,SOCS6
Gene::85438,CABS1
Gene::84274,COQ5
Gene::3849,KRT2
Gene::344167,FOXI3
Gene::79324,OR51G1
Gene::381,ARF5
Gene::347688,TUBB8
Gene::80255,SLC35F5
Gene::168850,ZNF800
Gene::51362,CDC40
Gene::988,CDC5L
Gene::10024,TROAP
Gene::158427,TSTD2
Gene::57497,LRFN2
Gene::126129,CPT1C
Gene::836,CASP3
Gene::2636,GBX1
Gene::23326,USP22
Gene::6184,RPN1
Gene::27201,GPR78
Gene::10787,NCKAP1
Gene::387338,NSUN4
Gene::133584,EGFLAM
Gene::338751,OR52L1
Gene::10109,ARPC2
Gene::7770,ZNF227
Gene::54952,TRNAU1AP
Gene::84516,DCTN5
Gene::10308,ZNF267
Gene::23786,BCL2L13
Gene::57721,METTL14
Gene::165140,OXER1
Gene::6170,RPL39
Gene::57701,NCKAP5L
Gene::51654,CDK5RAP1
Gene::5358,PLS3
Gene::340529,PABPC1L2A
Gene::54922,RASIP1
Gene::10328,EMC8
Gene::8310,ACOX3
Gene::9456,HOMER1
Gene::54453,RIN2
